C:\Users\Anthony\Documents\GitHub\proteoform-suite\Examples\Mito_Unlabelled\06-30-16_A13A_C2C12mito_fract5_rep2.xlsx		
1	NaN	NaN
2	NaN	NaN
3	NaN	NaN
4	NaN	NaN
5	NaN	NaN
6	NaN	NaN
7	-0.000798009	NaN
8	-0.000798009	NaN
9	-0.000675939	NaN
10	-0.000736974	-0.000539285
11	-0.000798009	NaN
12	-0.000981115	-0.000939637
13	-0.00092008	-0.000756531
14	-0.000981115	NaN
15	-0.000798009	NaN
16	-0.00092008	NaN
17	-0.000981115	NaN
18	-0.00104215	NaN
19	-0.001103185	-0.00115326
20	-0.00104215	NaN
21	-0.001103185	NaN
22	-0.001103185	NaN
23	-0.00116422	NaN
24	-0.00104215	NaN
25	-0.001286291	NaN
26	-0.000981115	NaN
27	-0.00116422	NaN
28	-0.001225255	NaN
29	-0.00104215	NaN
30	-0.001103185	NaN
31	-0.000798009	NaN
32	-0.00104215	NaN
33	-0.00092008	NaN
34	-0.000798009	-0.000878601
35	-0.00104215	NaN
36	-0.00116422	NaN
37	-0.00104215	NaN
38	-0.000981115	NaN
39	-0.00092008	NaN
40	-0.000981115	NaN
41	-0.000981115	NaN
42	-0.000981115	NaN
43	-0.00092008	NaN
44	-0.00092008	NaN
45	-0.000859045	NaN
46	-0.000981115	NaN
47	-0.00104215	NaN
48	-0.00092008	NaN
49	-0.00116422	NaN
50	-0.001347326	-0.001149636
51	-0.001286291	-0.001210672
52	-0.001103185	-0.00106581
53	-0.001408361	-0.001393777
54	-0.001347326	-0.001302224
55	-0.001591466	-0.001668435
56	-0.001469396	-0.001452366
57	-0.001530431	-0.001574437
58	-0.001408361	-0.00148533
59	-0.001408361	NaN
60	-0.001225255	-0.001393777
61	-0.001286291	NaN
62	-0.00104215	NaN
63	-0.001286291	NaN
64	-0.00116422	NaN
65	-0.00092008	NaN
66	-0.000675939	NaN
67	-0.000736974	NaN
68	-0.000614904	NaN
69	-0.000492834	NaN
70	-0.000736974	NaN
71	-0.000675939	NaN
72	-0.000553869	NaN
73	-0.000492834	NaN
74	-0.000553869	NaN
75	-0.000553869	NaN
76	-0.000675939	NaN
77	-0.000553869	NaN
78	-0.000370763	NaN
79	-0.000370763	NaN
80	-0.000614904	NaN
81	-0.000492834	NaN
82	-0.000492834	NaN
83	-0.000553869	NaN
84	-0.000492834	NaN
85	-0.000431798	NaN
86	-6.56E-05	NaN
87	-0.000248693	NaN
88	-0.000248693	NaN
89	-0.000492834	NaN
90	-0.000370763	NaN
91	-0.000370763	NaN
92	-0.000309728	NaN
93	-0.000248693	NaN
94	-0.000431798	NaN
95	-0.000370763	NaN
96	-0.000309728	NaN
97	-0.000614904	NaN
98	-0.000675939	NaN
99	-0.000736974	NaN
100	-0.000736974	NaN
101	-0.000187658	NaN
102	-0.000675939	NaN
103	-0.000492834	NaN
104	-0.000736974	NaN
105	-0.000798009	NaN
106	-0.000614904	NaN
107	-0.000798009	-0.000817566
108	-0.000248693	NaN
109	-0.000675939	NaN
110	-0.000614904	NaN
111	-0.000675939	NaN
112	-0.000248693	NaN
113	-0.000798009	NaN
114	-0.000859045	NaN
115	-0.000675939	NaN
116	-0.000431798	NaN
117	-0.000309728	NaN
118	-0.000492834	NaN
119	-0.000370763	NaN
120	-0.000859045	NaN
121	-0.000370763	NaN
122	-0.000675939	NaN
123	-0.000736974	NaN
124	-0.000675939	NaN
125	-0.00104215	-0.001183777
126	-0.000736974	NaN
127	-0.000798009	NaN
128	-0.000553869	NaN
129	-0.000675939	NaN
130	-0.00092008	NaN
