6866.4681	2
6882.4678	2
12932.2391	2
13937.6361	2
14220.1956	2
15762.1894	2
17938.7366	2
17947.9493	2
19411.3373	2
19681.4779	2
19888.637	2
19942.2643	2
20032.4399	2
20051.5285	2
20071.9297	2
20074.4527	2
20256.2256	2
20622.0832	2
20703.6611	2
21284.0753	2
21329.0862	2
21644.4378	2
21645.4503	2
21653.481	2
21655.3991	2
21686.4297	2
21757.4317	2
23916.8522	2
25278.1979	2
29321.4102	2
4028.2033	3
4729.3108	3
6160.0491	3
6736.3806	3
6852.4083	3
12453.9345	3
15574.6294	3
17927.3189	3
17940.7014	3
18683.7289	3
20047.5055	3
20722.8033	3
21407.0859	3
21651.4321	3
21668.4027	3
23250.9501	3
23252.9244	3
5451.7116	4
6735.3405	4
6738.3605	4
6786.3985	4
6801.3942	4
6818.3842	4
6852.4083	4
6868.4121	4
6884.4034	4
7167.0694	4
7649.2242	4
7661.2469	4
7677.2359	4
10125.0944	4
20131.4624	4
20817.9381	4
21247.9435	4
3701.2039	5
12453.9345	5
19735.4886	5
21407.0859	5
3595.1801	6
5764.0653	6
9652.388	6
10048.582	6
17088.5197	6
18637.7627	6
21652.3242	6
4591.67391	7
4943.78531	7
8949.06611	7
8984.72121	7
9212.21181	7
15525.24601	7
20051.37241	7
29321.21541	7
3562.11561	8
3578.11451	8
4048.30001	8
4065.30381	8
4412.44691	8
4950.83881	8
6173.58081	8
6189.53261	8
6270.62901	8
6319.59991	8
6319.60261	8
6320.59851	8
6368.69691	8
6520.60631	8
7169.22511	8
7171.20291	8
8681.87681	8
8947.03111	8
9214.18581	8
10236.11101	8
12803.64521	8
12805.64841	8
12820.63301	8
12836.62421	8
15477.25521	8
15541.24541	8
17244.32911	8
17944.88971	8
19313.93741	8
19736.49091	8
20461.21701	8
20571.91621	8
20731.24741	8
20792.44271	8
5403.91921	9
5589.04141	9
10144.25371	9
12803.62861	9
12803.63561	9
15445.26691	9
15461.26341	9
15525.24601	9
15558.22901	9
17415.50631	9
17907.67331	9
20142.73371	9
20254.88211	9
20256.91511	9
20537.57621	9
20818.33341	9
21685.51391	9
22422.92981	9
29322.41251	9
4183.41041	10
4829.76471	10
5761.25331	10
6259.45701	10
6260.47441	10
6376.52791	10
6392.52131	10
6474.59791	10
6594.48221	10
9947.14631	10
10009.19631	10
10013.17931	10
10015.19551	10
10045.19971	10
10061.22711	10
10079.19901	10
10127.25501	10
10313.85691	10
10322.85571	10
11364.35801	10
13978.88411	10
14632.00171	10
15477.25521	10
20145.70151	10
20252.91011	10
20256.91511	10
20289.92661	10
20397.86251	10
20539.99081	10
20568.84501	10
20571.91621	10
20680.42221	10
20757.81551	10
20789.35061	10
20790.35211	10
21419.36511	10
21654.48331	10
4319.51971	11
5110.17281	11
6039.43661	11
6475.58351	11
6594.48221	11
6860.02431	11
6943.10641	11
7071.16251	11
7087.15241	11
7168.07171	11
7336.12741	11
9905.14971	11
9913.13641	11
9929.13941	11
9945.10451	11
9947.14631	11
9991.16031	11
9997.17061	11
10013.17931	11
10028.18581	11
10045.19971	11
10063.19611	11
10064.19551	11
10079.19031	11
10095.19561	11
10127.25501	11
10128.24521	11
10128.25071	11
10142.17971	11
10160.17431	11
10161.16471	11
10161.17001	11
10246.14051	11
10264.13931	11
10273.17651	11
10279.15131	11
10297.16321	11
10313.15411	11
10327.55181	11
10342.55031	11
10743.59001	11
11364.35801	11
13977.83211	11
13980.84001	11
15829.87351	11
17084.27521	11
17099.25861	11
18561.39361	11
19312.79701	11
19389.70971	11
19409.85271	11
19718.12961	11
19720.13361	11
19738.38361	11
20142.73371	11
20254.88211	11
20271.88541	11
20287.87641	11
20381.84611	11
20397.86251	11
20572.83911	11
20749.06721	11
20756.75881	11
20958.63131	11
21687.43201	11
6368.54271	12
6937.83101	12
9945.10451	12
9989.13111	12
9995.14311	12
10077.15411	12
10079.19901	12
10160.17431	12
10313.15411	12
11372.37731	12
17125.32821	12
17906.98321	12
17939.73891	12
17950.60341	12
19409.85271	12
20017.66161	12
20381.84611	12
20517.96461	12
20532.96991	12
20574.87071	12
20678.93481	12
20678.94061	12
21421.29191	12
21646.48341	12
21652.43441	12
21669.51161	12
22292.72521	12
6619.83021	13
6636.84841	13
6636.84861	13
6636.84901	13
6636.85301	13
6735.91471	13
6860.80341	13
6886.81761	13
6939.82551	13
6980.83831	13
6982.84381	13
8793.23921	13
11096.45141	13
12917.25031	13
13658.13911	13
13920.69831	13
15830.81091	13
17163.35451	13
18175.93581	13
19287.74951	13
19296.78461	13
19303.73571	13
19312.77951	13
19409.85271	13
19411.80591	13
19718.12961	13
19720.13361	13
19726.15281	13
20145.70151	13
20532.96991	13
20572.83911	13
20630.49291	13
20654.06631	13
20670.06191	13
20675.89661	13
20678.93481	13
20678.94061	13
20693.93961	13
20789.35061	13
20790.35211	13
20818.94041	13
20821.94111	13
21000.05431	13
21421.29191	13
21645.44011	13
21646.45261	13
21646.48341	13
21647.43631	13
21679.37511	13
21706.18351	13
29327.32801	13
5182.87831	14
6735.91471	14
9654.62151	14
10742.07941	14
11108.44841	14
11110.44781	14
11124.46091	14
13936.69781	14
15816.84621	14
17087.22331	14
18177.91621	14
19287.74951	14
19312.75601	14
19323.75221	14
19329.74671	14
19394.84381	14
19411.80591	14
20467.24661	14
20637.08971	14
20675.89661	14
20820.88291	14
20955.02501	14
20972.02111	14
21645.44011	14
21646.45261	14
21647.43631	14
21656.40141	14
21661.41041	14
21687.43201	14
22045.70321	14
23269.98311	14
29321.72371	14
10126.09671	15
13938.63841	15
17085.66511	15
17201.86001	15
19409.85271	15
19411.80591	15
19764.37211	15
20470.21111	15
20627.76711	15
20636.05421	15
21065.67191	15
21653.32651	15
21669.40501	15
21769.51101	15
22047.65141	15
22182.39571	15
22305.70301	15
29327.32801	15
6859.85351	16
13977.83211	16
17430.52601	16
18175.93581	16
20461.21701	16
20624.73941	16
20730.67831	16
20759.78731	16
21331.72861	16
21712.71621	16
22181.36711	16
22182.38111	16
22305.70161	16
6999.01141	17
9011.09741	17
15883.93201	17
17007.92271	17
17924.71151	17
18209.86781	17
20467.24661	17
20541.23011	17
20543.20761	17
22181.36711	17
22182.38111	17
22182.39571	17
22183.33421	17
22193.76741	17
22293.55191	17
9011.09741	18
9012.07281	18
9044.11001	18
9059.13491	18
9141.18851	18
10144.57931	18
14238.25561	18
14798.45311	18
15880.79031	18
18212.84331	18
18734.98761	18
19889.63931	18
20134.28111	18
20444.16691	18
20475.14441	18
20543.20761	18
20624.73941	18
20625.68591	18
20627.76711	18
20759.78731	18
21611.32851	18
21627.30671	18
21769.14621	18
22183.33421	18
9012.07281	19
10160.57921	19
12452.05841	19
