C:\Users\Michael\Documents\GitClones\proteoform-suite\Examples\11-01-15_NS_fract4_rep1_2-70-2-10.xlsx
1	-0.00336000
2	-0.00180000
3	-0.00016000
4	-0.00433000
5	-0.00140000
6	-0.00486000
7	-0.00092000
8	-0.00281000
9	-0.00135000
10	-0.00016000
11	-0.00276000
12	-0.00312000
13	-0.00051000
14	-0.00341000
15	-0.00220000
16	-0.00070000
17	-0.00227000
18	-0.00481000
19	-0.00018000
20	-0.00328000
21	-0.00088000
22	-0.00341000
23	-0.00328000
24	-0.00326000
25	-0.00129000
26	-0.00027000
27	-0.00049000
28	-0.00385000
29	-0.00351000
30	-0.00031000
31	-0.00491000
32	-0.00364000
33	-0.00218000
34	-0.00339000
35	-0.00409000
36	-0.00227000
37	-0.00094000
38	-0.00236000
39	-0.00227000
40	-0.00130000
41	-0.00076000
42	-0.00423000
43	-0.00365000
44	-0.00151000
45	-0.00015000
46	-0.00166000
47	-0.00225000
48	-0.00068000
49	-0.00044000
50	-0.00203000
51	-0.00336000
52	-0.00166000
53	-0.00369000
54	-0.00294000
55	-0.00352000
56	-0.00408000
57	-0.00246000
58	-0.00288000
59	-0.00008000
60	-0.00318000
61	-0.00193000
62	-0.00292000
63	-0.00186000
64	-0.00371000
65	-0.00411000
66	-0.00269000
67	-0.00026000
68	-0.00482000
69	-0.00382000
70	-0.00256000
71	-0.00257000
72	-0.00045000
73	-0.00182000
74	-0.00434000
75	-0.00078000
76	-0.00214000
77	-0.00107000
78	-0.00006000
79	-0.00237000
80	-0.00313000
81	-0.00240000
82	-0.00402000
83	-0.00036000
84	-0.00242000
85	-0.00472000
86	-0.00223000
87	-0.00150000
88	-0.00397000
89	-0.00190000
90	-0.00290000
91	-0.00351000
92	-0.00262000
93	-0.00229000
94	-0.00335000
95	-0.00245000
96	-0.00483000
97	-0.00194000
98	-0.00088000
99	-0.00452000
100	-0.00169000
101	-0.00310000
102	-0.00297000
103	-0.00037000
104	-0.00210000
105	-0.00111000
106	-0.00176000
107	-0.00220000
108	-0.00265000
109	-0.00421000
110	-0.00215000
111	-0.00452000
112	-0.00059000
113	-0.00027000
114	-0.00203000
115	-0.00384000
116	-0.00125000
117	-0.00227000
118	-0.00226000
119	-0.00132000
120	-0.00001000
121	-0.00025000
122	-0.00274000
123	-0.00041000
124	-0.00423000
125	-0.00158000
126	-0.00476000
127	-0.00437000
128	-0.00381000
129	-0.00227000
130	-0.00028000
131	-0.00393000
132	-0.00264000
